16062,Ally of Justice Nullfier,76650663,Monster,DARK,4,Machine/Effect,1600/1200,Any LIGHT monster that has battled this card has its effects negated (starting after damage calculation).,Ally of Justice,"","","",""
16063,Ally of Justice Omni-Weapon,45450218,Monster,DARK,5,Machine/Effect,2200/800,"When this card destroys a LIGHT monster by battle and sends it to the Graveyard, draw 1 card. If that card is a Level 4 or lower DARK monster, you can reveal that card to Special Summon it.",Ally of Justice,"","","",""
16064,Ally of Justice Quarantine,72845813,Monster,DARK,4,Machine/Effect,1700/1200,Neither player can Special Summon LIGHT monsters.,"Ally of Justice, D.D.","","","",""
16065,Ally of Justice Reverse Break,55982698,Monster,DARK,4,Machine/Effect,1200/1200,"If there is a face-up LIGHT monster on the field, destroy this card. If this card attacks a face-down Defense Position monster, destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation.",Ally of Justice,"","","",""
16066,Ally of Justice Rudra,52265835,Monster,DARK,5,Machine/Effect,1900/1200,"If this card battles a LIGHT monster, it gains 700 ATK during the Damage Step only.",Ally of Justice,"","","",""
16067,Ally of Justice Searcher,03648368,Monster,DARK,3,Machine/Effect,1400/100,"Once per turn, you can discard 1 card to select 1 face-down Defense Position monster your opponent controls and change it to face-up Attack Position. Flip Effects are not activated at this time.",Ally of Justice,"","","",""
16068,Ally of Justice Thousand Arms,85876417,Monster,DARK,4,Machine/Effect,1700/0,"This card can attack all face-up LIGHT monsters your opponent controls once each. If this card battles a non-LIGHT monster, destroy this card before damage calculation.",Ally of Justice,"","","",""
16069,Ally of Justice Thunder Armor,71438011,Monster,DARK,8,Machine/Effect,2700/2200,"This card cannot be Special Summoned. During the battle between an attacking ""Ally of Justice"" monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent.",Ally of Justice,"","","",""
16070,Ally of Justice Unknown Crusher,22371016,Monster,DARK,3,Machine/Effect,1200/800,"When this card battles a LIGHT monster, remove that monster from play after damage calculation.",Ally of Justice,"","","",""
16071,Ally of Justice Unlimiter,82377606,Monster,DARK,2,Machine/Effect,600/200,"You can Tribute this card to double the original ATK of 1 face-up ""Ally of Justice"" monster you control until the End Phase.",Ally of Justice,"","","",""
16072,"Alpacaribou, Mystical Beast of the Forest",77797992,Monster,EARTH,7,Beast/Effect,2700/2100,"● While in Attack Position: Attack Position Winged Beast, Insect and Plant-Type monsters you control cannot be destroyed by battle.
● While in Defense Position: Defense Position Winged Beast, Insect and Plant-Type monsters you control cannot be targeted by, or be destroyed by, card effects.",Mystical Beast of the Forest,"","","",""
16073,Alpha The Electromagnet Warrior,42023223,Monster,EARTH,3,Rock/Effect,1700/1100,"If this card is Normal or Special Summoned: You can add 1 Level 8 ""Magna Warrior"" monster from your Deck to your hand. You can only use this effect of ""Alpha The Electromagnet Warrior"" once per turn. During your opponent's turn: You can Tribute this card; Special Summon 1 Level 4 ""Magnet Warrior"" monster from your Deck (this is a Quick Effect).","Magnet Warrior, Warrior","","","",""
16074,Alpha The Magnet Warrior,99785935,Monster,EARTH,4,Rock/Normal,1400/1700,"Alpha, Beta, and Gamma meld as one to form a powerful monster.","Magnet Warrior, Warrior","","","",""
16075,"Alsei, the Sylvan High Protector",10406322,Monster,LIGHT,8,Plant/Xyz/Effect,2300/3200,"Once per turn: You can declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard. If a card is sent from your Deck to the Graveyard by a card effect (except during the Damage Step): You can detach 1 Xyz Material from this card, then target 1 card on the field; place that target on either the top or bottom of the Deck. You can only use this effect of ""Alsei, the Sylvan High Protector"" once per turn.",Sylvan,"",2 Level 8 monsters,"",""
16076,Altitude Knight,27632240,Monster,WIND,4,Warrior/Effect,1400/1200,"Once per turn, if another monster on the field returns to the hand or Main Deck: Send 1 WIND monster from your Deck to the Graveyard.",Attribute Knight,"","","",""
16077,Amarylease,18988391,Monster,EARTH,1,Plant/Effect,100/200,"During your Main Phase: You can banish this card from your Graveyard; you can Normal Summon 1 monster this turn for 1 less Tribute. You can only use the effect of ""Amarylease"" once per turn.","","","","",""
16078,Amaterasu,20073910,Monster,LIGHT,9,Fairy/Spirit/Effect,3000/3000,"Cannot be Normal or Special Summoned. During either player's turn, when your opponent activates a card or effect that targets this face-down monster: You can change this card to face-up Defense Position; draw 1 card. If this card is flipped face-up: Banish all other cards on the field. Once per turn, during the End Phase, if this card was flipped face-up this turn: Return it to the hand.","","","","",""
16079,Amazon of the Seas,17968114,Monster,WATER,4,Fish/Normal,1300/1400,A mermaid who serves as a herald to the Ocean Lord. She protects the sacred domain of Atlantis.,"","","","",""
16080,Amazoness Archer,91869203,Monster,EARTH,4,Warrior/Effect,1400/1000,You can Tribute 2 monsters; inflict 1200 damage to your opponent.,Amazoness,"","","",""
16081,Amazoness Blowpiper,73574678,Monster,EARTH,3,Warrior/Effect,800/1500,Select 1 face-up monster your opponent controls during each of your Standby Phases. It loses 500 ATK until the end of this turn.,Amazoness,"","","",""
16082,Amazoness Chain Master,29654737,Monster,EARTH,4,Warrior/Effect,1500/1300,"When this card is destroyed by battle and sent to the Graveyard: You can pay 1500 Life Points; look at your opponent's hand, then add 1 monster from their hand to your hand.",Amazoness,"","","",""
16083,Amazoness Fighter,55821894,Monster,EARTH,4,Warrior/Effect,1500/1300,You take no battle damage from attacks involving this card.,Amazoness,"","","",""
16084,Amazoness Paladin,47480070,Monster,EARTH,4,Warrior/Effect,1700/300,"This card gains 100 ATK for each ""Amazoness"" monster you control.",Amazoness,"","","",""
16085,Amazoness Queen,15951532,Monster,EARTH,6,Warrior/Effect,2400/1800,"""Amazoness"" monsters you control cannot be destroyed by battle.",Amazoness,"","","",""
16086,Amazoness Sage,53162898,Monster,EARTH,4,Warrior/Effect,1400/700,"At the end of the Damage Step, if this card attacked and is still on the field: Target 1 Spell/Trap Card your opponent controls; destroy that target.",Amazoness,"","","",""
16087,Amazoness Scouts,71209500,Monster,EARTH,2,Warrior/Effect,500/1100,"During either player's turn: You can Tribute this card; this turn, face-up ""Amazoness"" monsters you currently control cannot be targeted by monster effects, and cannot be destroyed by card effects.",Amazoness,"","","",""
16088,Amazoness Swords Woman,94004268,Monster,EARTH,4,Warrior/Effect,1500/1600,Your opponent takes any battle damage you would have taken from battles involving this card instead.,Amazoness,"","","",""
16089,Amazoness Tiger,10979723,Monster,EARTH,4,Beast/Effect,1100/1500,"You can only control 1 ""Amazoness Tiger"". This card gains 400 ATK for each ""Amazoness"" monster you control. Your opponent cannot attack any face-up ""Amazoness"" monsters, except this one.",Amazoness,"","","",""
16090,Amazoness Trainee,89567993,Monster,EARTH,4,Warrior/Effect,1500/1300,Monsters destroyed by battle with this card are returned to the bottom of the Deck instead of going to the Graveyard. If this card destroys an opponent's monster by battle: It gains 200 ATK.,Amazoness,"","","",""
16091,Ambitious Gofer,41224658,Monster,DARK,6,Fiend/Effect,2400/100,"Once per turn: You can target up to 2 monsters your opponent controls; your opponent can reveal 1 monster in their hand to negate this card's effect, otherwise destroy those monsters.","","","","",""
16092,Ambulance Rescueroid,98927491,Monster,FIRE,6,Machine/Fusion/Effect,2300/1800,"This monster cannot be Special Summoned except by Fusion Summon. Once per turn, when a monster on your side of the field is destroyed by battle and sent to the Graveyard, you can Special Summon that monster in Defense Position.",roid,"","""Rescueroid"" + ""Ambulanceroid""","",""
16093,Ambulanceroid,36378213,Monster,EARTH,3,Machine/Effect,300/1200,"When a ""roid"" monster is added from your Graveyard to your hand, you can Special Summon that monster.",roid,"","","",""
16094,Ameba,95174353,Monster,WATER,1,Aqua/Effect,300/350,"When the control of this face-up card on the field shifts to your opponent, inflict 2000 points of damage to your opponent's Life Points. This effect can only be used once as long as this card remains face-up on the field.","","","","",""
16095,Amores of Prophecy,40213117,Monster,EARTH,3,Spellcaster/Effect,600/2000,"Once per turn: You can reveal 1 ""Spellbook"" Spell Card in your hand; Special Summon 1 Level 4 or lower Spellcaster-Type monster from your hand.",Prophecy,"","","",""
16096,"Amorphactor Pain, the Imagination Dracoverlord",98287529,Monster,EARTH,8,Dragon/Ritual/Effect,2950/2500,"You can Ritual Summon this card with ""Amorphous Persona"". If this card is Ritual Summoned: Your opponent skips their next Main Phase 1. Negate the effects of face-up Fusion, Synchro, and Xyz Monsters while they are on the field. If this card is sent from the field to the Graveyard: You can add 1 ""Dracoverlord"" monster from your Deck to your hand, except ""Amorphactor Pain, the Imagination Dracoverlord"".",Dracoverlord,"","","",""
16097,Amorphage Envy,33300669,Monster,EARTH,4,Dragon/Pendulum/Effect,0/2050,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters.",Amorphage,"","",5/5,"While you control an ""Amorphage"" monster, neither player can activate cards or effects as Chain Link 2 or higher. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
16098,Amorphage Gluttony,34522216,Monster,EARTH,2,Dragon/Pendulum/Effect,0/1850,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters.",Amorphage,"","",5/5,"While you control an ""Amorphage"" monster, monsters cannot activate their effects, except ""Amorphage"" monsters. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
16099,Amorphage Goliath,69072185,Monster,EARTH,8,Dragon/Pendulum/Effect,2750/0,"Neither player can Special Summon monsters from the Extra Deck, except ""Amorphage"" monsters.",Amorphage,"","",5/5,"While you control an ""Amorphage"" monster, any card sent to the Graveyard is banished instead, except ""Amorphage"" cards. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
16100,Amorphage Greed,07305060,Monster,EARTH,4,Dragon/Pendulum/Effect,0/1950,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters.",Amorphage,"","",3/3,"While you control an ""Amorphage"" monster, neither player can activate Trap Cards or their effects, except for ""Amorphage"" cards. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
16101,Amorphage Lechery,70917315,Monster,EARTH,2,Dragon/Pendulum/Effect,1350/0,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters.",Amorphage,"","",5/5,"While you control an ""Amorphage"" monster, neither player can activate Spell Cards or their effects, except for ""Amorphage"" cards. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
